conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,98228E+18;Sun Oct 26 03:10:34 +0000 2025;1;Soal Kuota Impor BBM SPBU Swasta Menteri Bahlil: Kita Pikirkan https://t.co/OLSacinyLR;1,98228E+18;;;in;;0;0;0;https://x.com/undefined/status/1982283684540715423;47596019;
1,98189E+18;Sat Oct 25 11:56:17 +0000 2025;0;@txtdrimedia Bahlil Pastikan SPBU Swasta Tetap Dapat Kuota Impor BBM Tahun Depan Segini Besarannya https://t.co/abZ7yjSweS;1,98205E+18;;txtdrimedia;in;;0;0;0;https://x.com/undefined/status/1982053598902292850;132078023;
1,982E+18;Sat Oct 25 08:36:09 +0000 2025;0;Menteri ESDM Bahlil Lahadalia memberi sinyal bahwa tidak ada kenaikan untuk penambahan kuota impor BBM untuk badan usaha SPBU pada 2026 yakni tetap10%. Saya katakan bahwa pemerintah enggak boleh zalim pada pengusaha tapi pengusaha juga jangan ngatur pemerintah tambahnya. https://t.co/KrZIpg5PZO;1,982E+18;https://pbs.twimg.com/media/G4F9bhfXgAAy-EL.jpg;;in;;0;0;0;https://x.com/undefined/status/1982003232017899523;1,74021E+18;
1,98193E+18;Sat Oct 25 03:42:23 +0000 2025;0;Menteri ESDM Bahlil Lahadalia memastikan SPBU swasta tetap mendapat kuota impor BBM tahun depan dan menjamin tidak ada pemotongan jatah bagi pengusaha patuh. https://t.co/nBwIDLNFUj;1,98193E+18;;;in;;0;0;5;https://x.com/undefined/status/1981929306860429480;1,54564E+18;
1,98174E+18;Fri Oct 24 15:20:19 +0000 2025;5;Menteri ESDM Bahlil Lahadalia mengatakan bahwa SPBU swasta akan mendapat kuota impor Bahan Bakar Minyak (BBM) tahun depan. Ia menegaskan bahwa pemerintah tak akan dzalim kepada pengusaha dengan menghapus kuota impor BBM dari SPBU swasta. Ia menilai perusahaan yang menaati https://t.co/3Mg6bgcHaP;1,98174E+18;https://pbs.twimg.com/media/G4CQV7QXAAAWgfj.jpg;;in;;1;9;2;https://x.com/undefined/status/1981742556737413502;55507370;
1,98165E+18;Fri Oct 24 09:16:43 +0000 2025;4;Menteri ESDM Bahlil memastikan kuota impor BBM untuk SPBU swasta tetap ada tahun depan bahkan bisa naik 10%. https://t.co/Ih7JuhroG3;1,98165E+18;;;in;;0;2;1;https://x.com/undefined/status/1981651053084078113;69183155;
1,98165E+18;Fri Oct 24 09:16:42 +0000 2025;0;Menteri ESDM Bahlil memastikan kuota impor BBM untuk SPBU swasta tetap ada tahun depan bahkan bisa naik 10%. https://t.co/7ah01VWpm3;1,98165E+18;;;in;;0;0;0;https://x.com/undefined/status/1981651051255357564;135795460;
1,98086E+18;Wed Oct 22 05:00:01 +0000 2025;1;"Sejak akhir Agustus 2025 stok BBM di SPBU swasta kosong. Gegara ini sejumlah pihak minta Kementerian Energi dan Sumber Daya Mineral (ESDM) untuk menambah impor BBM bagi SPBU swasta.â£ â£ &gt;&gt; https://t.co/dGyt0qrFKa #BBM #KementerianESDM #BahlilLahadalia #SPBUSwasta #detikfinance https://t.co/Xe5f";1,98086E+18;https://pbs.twimg.com/media/G3y2cMRXkAApMvR.jpg;;in;;0;0;0;https://x.com/undefined/status/1980861677395701764;135795460;
1,98067E+18;Tue Oct 21 16:32:16 +0000 2025;0;Elu pada yg nikmatin gaji plg besar harusnya tau kl kuota impor bakal abis di bulan kesekian dan bakal kesulitan stok Elu pada tau kl buat usaha di konoha byk anomali (baca : bahlil) Pegawai spbu mah taunya neken nozzle dan nyemprot minyak kaga urus rantai distribusi;1,98067E+18;;Marcode991;in;;0;1;0;https://x.com/undefined/status/1980673499242152192;1,46715E+18;
1,98058E+18;Tue Oct 21 10:36:05 +0000 2025;5;Menteri ESDM Bahlil Lahadalia mengaku banyak mendapat tekanan untuk memberikan kuota impor BBM tambahan untuk SPBU swasta. Bahlil menjelaskan bahwa urusan kuota impor BBM ada aturan mainnya. Loh ini impor ini negara hukum https://t.co/EmJjcQjpWc;1,98058E+18;https://pbs.twimg.com/ext_tw_video_thumb/1980583738766467072/pu/img/5ZmOAO0qMdsqYl9k.jpg;;in;;0;0;0;https://x.com/undefined/status/1980583866550345768;1,34335E+18;
1,97607E+18;Thu Oct 09 00:02:57 +0000 2025;0;wilayah indonesia. Anggota dpr malah menantang spbu swasta asing buka di daerah papua bagaimana mau buka di papua ? Spbu yg ada dan sudah beroperasi saja dihambat pengisian kembali bbmnya!! Gara2 bahlil main monopoli impor . Banyak cuan ya diimpor bbm? Dasar korup lu bahli.;1,97608E+18;;lucimaya123;in;;0;0;0;https://x.com/undefined/status/1976075877504123343;3032152165;
1,97585E+18;Wed Oct 08 09:13:43 +0000 2025;0;Menteri ESDM Bahlil Lahadalia menanggapi gugatan kelangkaan BBM di SPBU swasta. Sidang perdana ditunda Bahlil tegaskan kuota impor BBM sudah ditambah. https://t.co/Q9x0ZpY3em;1,97585E+18;;;in;;0;0;0;https://x.com/undefined/status/1975852093295693869;135795460;
1,97576E+18;Wed Oct 08 06:37:28 +0000 2025;2;@EpicNocturne @artiswtic Ah si Bahlil ini lagi getol campur etanol 10% ke BBM biar impor turun. Kayaknya mobil kita bakal lari lebih kenceng tapi kalau mogok tinggal tambahin gula aren aja! Sudah disetujui Prabowo berarti besok-besok SPBU jual pertalite rasa sirup. Jangan-jangan ini cara halus bikin;1,97581E+18;;EpicNocturne;in;;0;1;1;https://x.com/undefined/status/1975812772438155273;1,72067E+18;
1,9758E+18;Wed Oct 08 05:36:10 +0000 2025;0;Sabar2 ya warga pajak kita ngalir terus ke kantong2 buzzer pemerintah.. Kemaren narasinya nyalahin SPBU swasta yang kehabisan kuota impor sekarang narasinya muji2 bahlil cc @BudiBukanIntel @ARSIPAJA https://t.co/eGXvADE3vB;1,9758E+18;https://pbs.twimg.com/media/G2txN0LbIAUTDSj.jpg;;in;;0;1;0;https://x.com/undefined/status/1975797346190667890;8,6938E+17;
1,97556E+18;Tue Oct 07 13:49:07 +0000 2025;2;Benarkah Kuota Impor BBM SPBU Swasta Naik Tahun Depan? Ini kata Anak Buah Bahlil https://t.co/3PrviZThqn;1,97556E+18;;;in;;0;0;1;https://x.com/undefined/status/1975559012038099236;456426648;
1,97523E+18;Tue Oct 07 05:53:27 +0000 2025;19;@TJRagunan ngarep BUMN dermawan sama aja kayak ngarep Bahlil ngasi impor unlimited buat SPBU swasta;1,97544E+18;;TJRagunan;in;;0;0;0;https://x.com/undefined/status/1975439307180855410;1,96937E+18;
1,97503E+18;Mon Oct 06 14:32:31 +0000 2025;1;"@nntweetnn @tempodotco Ah betapa briliannya kebijakan Menteri Bahlil yang batasi kuota impor BBM swasta hingga 1 1 juta KL di 2025 (dari 1 juta KL 2024 sumber: https://t.co/1VwhOkGVZA) tapi hasilnya? SPBU seperti Vivo &amp; Shell kehabisan stok hingga akhir tahun rakyat antre panjang. Sukses bikin";1,97521E+18;;nntweetnn;in;;0;1;0;https://x.com/undefined/status/1975207548300276143;1,72067E+18;
1,97512E+18;Mon Oct 06 09:10:02 +0000 2025;21;@ARSIPAJA itu kelangkaan juga karna bahlil gak ngebolehin spbu swasta impor disuruh ambil di pertamina ya kalian tau sendiri kualitas bbm pertamina spbu swasta jadi pada gak mau ambil;1,97513E+18;;ARSIPAJA;in;;0;0;2;https://x.com/undefined/status/1975126391139283017;1,73964E+18;
1,97446E+18;Sat Oct 04 12:47:54 +0000 2025;18;SPBU swasta di Malang udah pada stop operasional karena gada stok Ini Menteri ESDM yang Mulia Bahlil ini masih kekeh pake kebijakak impor 1 pintu pertamina kah apa nunggu di demo? @bahlillahadalia @pertamina;1,97446E+18;;;in;;0;1;0;https://x.com/undefined/status/1974456445489070161;1,50582E+18;
1,97431E+18;Sat Oct 04 07:43:17 +0000 2025;0;@9H0st66 @DPR_RI Bahlil Lahadalia adalah Menteri ESDM Indonesia (sejak 2024) dari Partai Golkar. Dia dorong swasta impor BBM via Pertamina untuk atasi kelangkaan di SPBU swasta (data ESDM 2025: Pertamina kuasai 85% SPBU). Bukan bukti langsung soal pengurus partai kelola 90% tapi kebijakannya;1,97438E+18;;9H0st66;in;;0;1;0;https://x.com/undefined/status/1974379785058201803;1,72067E+18;
1,97407E+18;Sat Oct 04 03:54:35 +0000 2025;0;@kurawa @ferrykoto @JokoHQ @pertamina @bahlillahadalia Bahlil blunder memberikan kuota impor tambahan kepada SPBU swasta tidak merugikan APBN. Daripada jadi ramai dan kisruh skrg mulai dengan perbedaan spesifikasi etanol. Isu bisa digoreng isu bisa berbalik arah.;1,97432E+18;;kurawa;in;;0;0;0;https://x.com/undefined/status/1974322231158431997;973123848;
1,97431E+18;Sat Oct 04 03:36:49 +0000 2025;0;buka keran impor tambahan mereka itu saja. Mau buka di papua juga buat aoa spbu yg sfh ada saja tidak punya bahan bakunya karena impor langsung ditutup bahlil. Jadi jangan mempermalukan diri sendiri dengan kebodohan yang jadi masalah apa - yang dibahas apa. Sibuk raoat tapi https://t.co/31H2QNmHzz;1,97432E+18;https://pbs.twimg.com/media/G2YviU4bMAMYjit.jpg;lucimaya123;in;;0;1;0;https://x.com/undefined/status/1974317757585109017;3032152165;
1,97431E+18;Sat Oct 04 03:15:22 +0000 2025;0;ditutup gara2 gak daoat pasokan karena tambahan kuota impor untuk spbu mereka tidak diberikan bahlil. Sp bu ini punya standarisasi tersendiri mengenai mutu bbmyg akan mereka jual ke konsumen. Nah keran impor langsung bbmspbu swasta ini sengaja ditutup https://t.co/cgD4SIZ9er;1,97431E+18;;lucimaya123;in;;0;1;0;https://x.com/undefined/status/1974312362560860635;3032152165;
1,9741E+18;Fri Oct 03 23:05:42 +0000 2025;0;@Sandika_Noor @prabowo Logis SPBU Shell BP dan VIVO tidak mau diteror oleh BBM yang mengandung sulfur karena ahli dan kompeten menguasai ilmu perminyakan. Bahlil itu diremote oleh Riza Chalid mafia impor minyak dan PS hanya penonton;1,97425E+18;;Sandika_Noor;in;;0;0;0;https://x.com/undefined/status/1974249531878359339;1,57394E+18;
1,97399E+18;Fri Oct 03 06:02:00 +0000 2025;1;Menteri ESDM Bahlil buka suara soal SPBU swasta batal beli BBM Pertamina. Negosiasi masih berlanjut stok BBM aman dan kuota impor ditambah 10%. https://t.co/4yLn7az7Ms;1,97399E+18;;;in;;0;3;0;https://x.com/undefined/status/1973991906834329810;69183155;
1,97371E+18;Fri Oct 03 05:24:35 +0000 2025;0;@kerjadarirumahq @SoundOfYogi Iya plot twist-nya emang banyak! Dari sidang DPR terbaru terungkap kargo Pertamina sudah ada kandungan etanol bikin SPBU swasta ogah beli karena kualitas tak sesuai. Bahlil dorong impor 1 pintu buat ungkap ini. Masih investigasi cek sumber resmi untuk update.;1,97398E+18;;kerjadarirumahq;in;;0;0;1;https://x.com/undefined/status/1973982492458930617;1,72067E+18;
1,97359E+18;Thu Oct 02 15:24:26 +0000 2025;0;@randomable_ Bbm langka itu hanya di spbu swasta akibat tambahan keran impor bbm untuk mengisi spbu mereka tidak dibuka olehnmentru esdm. Panggil tuh si bahlil dia biang keroknya. Solusinya buka tambahan ketan impornya. Si bahlil pengennya spbu swasta beli bbm dengan pertamina. Monopoli.;1,97377E+18;;lucimaya123;in;;0;1;0;https://x.com/undefined/status/1973771060979122501;3032152165;
1,97368E+18;Thu Oct 02 09:28:43 +0000 2025;0;akal an bahlil ada ae nyuruh spbu swasta beli impor bbm lewat pertamina jadiny shell d mlg banyak yg out of stock jingggg;1,97368E+18;;;in;;0;2;0;https://x.com/undefined/status/1973681542527598795;1,16041E+18;
1,97356E+18;Thu Oct 02 08:56:46 +0000 2025;0;@KangManto123 Woiiii Bahlil impor bbm ditolak SPBU asing ketahuan oplosannya tuh. Jadi yg dijual di SPBU PERTAMINA itu bbm oplosan ya ?;1,97367E+18;;KangManto123;in;;0;0;0;https://x.com/undefined/status/1973673502546026588;1,9418E+18;
1,97361E+18;Thu Oct 02 05:03:46 +0000 2025;0;Bahlil Didesak Hibahkan Kuota Impor BBM Pertamina ke SPBU Swasta - Energi https://t.co/YkGDKDYS10;1,97361E+18;;;in;;0;0;0;https://x.com/undefined/status/1973614866163532137;8,08583E+17;
1,97361E+18;Thu Oct 02 04:54:13 +0000 2025;2;Bahlil Didesak Hibahkan Kuota Impor BBM Pertamina ke SPBU Swasta https://t.co/n76g1gDwWF;1,97361E+18;;;in;;0;0;2;https://x.com/undefined/status/1973612460486828361;1,58297E+18;
1,97341E+18;Wed Oct 01 23:24:18 +0000 2025;0;@rakikmachoo @RadioElshinta @prabowo @KementerianESDM Masalah pasokan BBM non-subsidi di SPBU swasta memang jadi sorotan akhir-akhir ini. Menurut Kementerian ESDM ada kesepakatan dengan Pertamina untuk memastikan suplai meski ada keluhan soal kuota impor dan harga. Menteri Bahlil Lahadalia bilang stok aman hingga 21 hari ke depan.;1,97353E+18;;rakikmachoo;in;;0;0;0;https://x.com/undefined/status/1973529436013429048;1,72067E+18;
1,97336E+18;Wed Oct 01 13:25:43 +0000 2025;0;@nixNomer1 @salam4jari Berdasarkan penelusuran impor BBM Pertamina sebagai solusi sementara atas kuota habis SPBU swasta (per perintah Menteri ESDM Bahlil) memang berisiko karena belum semua sepakat beli meski sebagian seperti Vivo sudah serap. Risiko kerugian ada tapi tujuannya cegah kelangkaan.;1,97338E+18;;nixNomer1;in;;0;0;0;https://x.com/undefined/status/1973378798453399555;1,72067E+18;
1,97336E+18;Wed Oct 01 13:23:23 +0000 2025;0;@nixNomer1 @salam4jari Berdasarkan laporan dari Kementerian ESDM perintah impor BBM base fuel oleh Pertamina untuk SPBU swasta dikeluarkan oleh Menteri ESDM Bahlil Lahadalia sebagai solusi jangka pendek karena kuota impor swasta habis. Namun sumber terbaru menunjukkan belum semua SPBU swasta sepakat;1,97338E+18;;nixNomer1;in;;0;1;0;https://x.com/undefined/status/1973378210479120443;1,72067E+18;
1,97295E+18;Tue Sep 30 08:46:41 +0000 2025;37;"TENGGAT BAHLIL Tenggat batas impor BBM swasta 7 hari terlewatkan tapi stok BBM SPBU swasta masih kosong! Mengapa Shell &amp; BP Oil gak mau membeli base fuelï¸Pertamina? Apakah Vivo dipasok Pertamina? Di beberapa lokasi Vivo di Jaksel RON 92 tersedia sepanjang hari Minggu dan https://t.co/LCKAOZ9";1,97295E+18;https://pbs.twimg.com/media/G2FQGdwb0AAlDBV.jpg;;in;;0;3;11;https://x.com/undefined/status/1972946188719775918;325599485;
1,97247E+18;Mon Sep 29 01:13:10 +0000 2025;32;Shell adalah perusahaan kelas dunia yang asset revenue dan net profitnya bagaikan langit dan bumi kalo dibandingkan dengan Pertamina... Gue coba memahami logika Bahlil... Barangkali Bahlil berpikir dengan menutup keran impor maka SPBU swasta bisa dipaksa untuk membeli BBM https://t.co/RnjafpKDkX;1,97247E+18;https://pbs.twimg.com/media/G1-etaPbMAAX72o.jpg;;in;;4;5;21;https://x.com/undefined/status/1972469668301652051;80559922;
1,97146E+18;Sun Sep 28 05:00:10 +0000 2025;0;@82prast @txtfrombrand Kebijakan impor BBM satu pintu lewat Pertamina bertujuan menyederhanakan impor dan kurangi ketergantungan dari Singapura. Tapi memang berdampak pada SPBU swasta seperti Shell termasuk kekurangan stok dan potensi PHK karyawan. Menteri Bahlil sudah minta Shell tak lakukan PHK dan;1,97216E+18;;82prast;in;;0;1;0;https://x.com/undefined/status/1972164407653552513;1,72067E+18;
1,97211E+18;Sun Sep 28 01:12:31 +0000 2025;0;Shell company akan menutup +/- 200 SPBU mereka di Indonesia. Salah satunya karena kebijakan Bahlil untuk impor satu pintu lewat Pertamina. Siapa tahu sebelum Shell menutup SPBU Bahlil merubah kebijakannya atau dia direshuffle meski sulit karena dia ketum parpol besar.;1,97211E+18;;;in;;0;0;0;https://x.com/undefined/status/1972107116170432774;548162595;
1,97208E+18;Sun Sep 28 00:29:50 +0000 2025;1;kebijakannya membuat sobu shell tutup usaha dan hengkang dari indonesia. Lagi2 ada phk. Kebijakan impor satu pintu bahlil harus melalui pertamina membawa sengsara. Monopoli dagang. Tidak hanya ke rakyat tapi juga dunia usaha investor asing yg berinvestasi membuka spbu swasta. https://t.co/AKLcLnoydG;1,9721E+18;https://pbs.twimg.com/media/G15LM_ub0AMLrdZ.jpg;lucimaya123;in;;0;1;0;https://x.com/undefined/status/1972096378123047273;3032152165;
1,9719E+18;Sat Sep 27 11:26:43 +0000 2025;0;Kelangkaan BBM di SPBU swasta berlanjut meski Pertamina Patra Niaga sudah mengimpor. Baru Vivo yang sepakat membeli. #Ekonomi #AdadiKompas https://t.co/beKbrrkZ0Z;1,9719E+18;;;in;;0;0;0;https://x.com/undefined/status/1971899300025085952;155456716;
1,9719E+18;Sat Sep 27 11:19:24 +0000 2025;0;Kelangkaan BBM di SPBU swasta berlanjut meski Pertamina Patra Niaga sudah mengimpor. Baru Vivo yang sepakat membeli. #Ekonomi #AdadiKompas https://t.co/OxZuxLKFYM;1,9719E+18;;;in;;1;0;0;https://x.com/undefined/status/1971897455357591596;255866913;
1,9719E+18;Sat Sep 27 11:16:40 +0000 2025;0;Kelangkaan BBM di SPBU swasta berlanjut meski Pertamina Patra Niaga sudah mengimpor. Baru Vivo yang sepakat membeli. #Ekonomi #AdadiKompas https://t.co/1MXDv8msL0;1,9719E+18;;;in;;0;0;0;https://x.com/undefined/status/1971896768389328983;771030588;
1,97152E+18;Fri Sep 26 10:26:06 +0000 2025;3;Bahlil ditugaskan menjegal @prabowo lewat kebijakan energi. Pembatasan BBM ke SPBU swasta berakibat PHK karyawan. Jokowi Bahlil bangsat Bahlil pemakan segalanya: gas LPG 3 kg BBM nikel dan pembatasan impor BBM oleh SPBU swasta #BahlilHantuTerorBBM #BahlilHantuTerorBBM https://t.co/Zk1AHcrzg3;1,97152E+18;https://pbs.twimg.com/amplify_video_thumb/1971521586554646528/img/Dz2Cjnh0bvrcmT3x.jpg;;in;;0;0;2;https://x.com/undefined/status/1971521657488715971;1,60406E+18;
1,97152E+18;Fri Sep 26 10:09:55 +0000 2025;4;Gitu dong! Bersikap! 20/9/2025: Tegas! PAN dan PKS 'Menolak' Kebijakan Bahlil Soal 'Monopoli' Pertamina Dalam Impor BBM Untuk SPBU Swasta https://t.co/yyKzjapnpk #BahlilHantuTerorBBM #BahlilHantuTerorBBM;1,97152E+18;;;in;;0;0;3;https://x.com/undefined/status/1971517581426327998;1,60406E+18;
1,97145E+18;Fri Sep 26 05:53:33 +0000 2025;4;Kebijakan Menteri ESDM Bahlil Lahadalia yang mempersingkat izin impor BBM menjadi 6 bulan dan mewajibkan SPBU swasta membeli dari Pertamina dinilai blunder. Simak selengkapnya: https://t.co/ProBtkzKb2 https://t.co/D13rKb7zcd;1,97145E+18;https://pbs.twimg.com/media/G1wCGoPaAAACnQZ.jpg;;in;;1;0;2;https://x.com/undefined/status/1971453068140270061;1,58297E+18;
1,96919E+18;Fri Sep 26 01:40:11 +0000 2025;0;@emp0r1um @ARSIPAJA Sebagai eksekutif Shell kami menghargai arahan Menteri Bahlil untuk menghindari PHK di tengah kekurangan stok BBM. Kami sedang menyesuaikan operasi SPBU untuk menjaga layanan sambil bekerja sama dengan Pertamina guna impor tambahan. Komitmen kami: patuh regulasi dan dukung;1,97139E+18;;emp0r1um;in;;0;0;0;https://x.com/undefined/status/1971389305055842342;1,72067E+18;
1,97113E+18;Thu Sep 25 08:45:13 +0000 2025;0;"@Mrgoem76 Oke mas aku coba ambil rujukan dari sumber oposisi &amp; figur kayak yg disebut. Ternak Mulyono kayaknya meme politik gak ada pernyataan resmi soal kudeta. Buat Bahlil (Menteri ESDM) dia bilang kelangkaan BBM di SPBU swasta karena kuota impor habis tapi aman 21 hari ke depan &amp;";1,97113E+18;;Mrgoem76;in;;0;1;0;https://x.com/undefined/status/1971133880582480211;1,72067E+18;
1,97108E+18;Thu Sep 25 05:17:51 +0000 2025;0;BBM sudah tiba tapi SPBU Shell BP cs masih kosong. Padahal mereka sudah beli melalui Pertamina dengan fee tertentu. Harus bayar fee lain lagi ? Bahlil memamg bahlul !!! https://t.co/4pDnHwK21c;1,97108E+18;;;in;;0;2;0;https://x.com/undefined/status/1971081692782952956;1,74394E+18;
1,97086E+18;Wed Sep 24 14:54:38 +0000 2025;0;Bahlil ditugaskan menjegal @prabowo lewat kebijakan energi. Pembatasan BBM ke SPBU swasta berakibat PHK karyawan. Jokowi Bahlil bangsat Bahlil pemakan segalanya: gas LPG 3 kg BBM nikel dan pembatasan impor BBM oleh SPBU swasta #CopotBahlilKrisisBBM #CopotBahlilKrisisBBM https://t.co/VnAa3GuwK3;1,97086E+18;https://pbs.twimg.com/amplify_video_thumb/1970864352778665984/img/7pF2dmlq5XBt9qLk.jpg;;in;;0;0;0;https://x.com/undefined/status/1970864459339178482;1,60406E+18;
1,9708E+18;Wed Sep 24 10:19:52 +0000 2025;0;'NapÃ¨ Sesat: Penghentian Pasokan BBM Berkualitas Tap Men-ESDM Bahlil Lahaladia yg hentikan pasokan impor BBM berkualitas by SPBU swasta adalah sesat. Cuma untungkan kepentingan mafia MIGAS utk dominasi impor (single supplier) dlm pengadaan BBM nasional. https://t.co/CRI27FEAqP https://t.co/q6Y4CltU;1,9708E+18;https://pbs.twimg.com/media/G1mr4t9a4AADclm.jpg;;in;;0;0;0;https://x.com/undefined/status/1970795311854715200;179821604;
1,97065E+18;Wed Sep 24 00:59:00 +0000 2025;0;Menteri ESDM Bahlil Lahadalia Klarifikasi Isu PHK SPBU Swasta: Kuota Impor BBM Sudah Kami Tambah #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/crTwidD9le;1,97065E+18;;;in;;0;0;0;https://x.com/undefined/status/1970654163408245135;7,21898E+17;
1,97037E+18;Tue Sep 23 06:18:08 +0000 2025;0;Bahlil: pembangunan kilang jadi step kedua kuota impor naik 10% tapi stok BBM hampir habis. Baca lebih lanjut melalui link ini : https://t.co/PeN5E6RZhy https://t.co/jv3d4vpu3q;1,97037E+18;https://pbs.twimg.com/media/G1gq9jHaoAICjw3.jpg;infoenergi_id;in;;0;0;0;https://x.com/undefined/status/1970372090491740501;1,20735E+18;
1,96982E+18;Tue Sep 23 02:20:04 +0000 2025;0;@exoscore666 @couplejktindo @PresidenKopi Oke mari bahas Bahlil Lahadalia soal isu monopoli BBM. Berdasarkan berita terkini (BBC Reuters Tempo sept 2025) kebijakan ESDM mewajibkan SPBU swasta (Shell BP dll) impor BBM lewat Pertamina untuk stabilisasi pasokan dengan kuota naik 10%. Pemerintah bilang bukan;1,97031E+18;;exoscore666;in;;0;1;0;https://x.com/undefined/status/1970312176608125410;1,72067E+18;
